商品标题,商品规格,单价
【固城湖大闸蟹产地直发】99元抢原价150元大闸蟹8只！109元抢原价220元4对大闸蟹：母蟹2.5两+公蟹3两！江浙沪邮政EMS包邮！死蟹包赔，无黄包赔！,套餐:A套餐：8只母蟹 2两/只 ,99.0
【千年珠宝|江苏28店通用】75元抢原价599元笑脸钻石项链/欧美风钻石手镯，99元抢原价1999元小蛮腰合金镶钻钻石吊坠,千年珠宝套餐.:B:欧美风钻石手镯,75.0
【千年珠宝|江苏28店通用】75元抢原价599元笑脸钻石项链/欧美风钻石手镯，99元抢原价1999元小蛮腰合金镶钻钻石吊坠,千年珠宝套餐.:A:笑脸钻石项链 ,75.0
【汗蒸洗浴】19.9元抢门市价118元水悦汗蒸单人浴资，多项目一票通用，任你畅玩一整天~赶紧囤上一份！,,19.9
【斯达营地】仅19.9元抢原价199元半日军事CS营，get户外冒险技能，探索自然、释放孩子的天性，焕发无穷的想象力！,,19.9
【千年珠宝|江苏28店通用】75元抢原价599元笑脸钻石项链/欧美风钻石手镯，99元抢原价1999元小蛮腰合金镶钻钻石吊坠,千年珠宝套餐.:C:小蛮腰钻石项链,99.0
【六店通用·慢面包】仅15.8元/28.8元享四寸盒子蛋糕1个/四寸蛋糕盒子2个！芒果、草莓、抹茶、奥利奥，多种口味与造型萌翻你的少女心！,蛋糕盒子:2个4寸蛋糕盒子,28.8
【江浙沪皖顺丰包邮|南京可自提】298元抢门市价668元南林雅致燕窝经典款6瓶（40g*6）干燕窝含量1.3g，固形物含量35%，古法手工挑毛约1500次，开盖直接食用。,燕窝:快递 ,298.0
【囧吉香生蚝，南京生蚝界の王者】仅9.9元即可享受100元购买原价380元10只进口生蚝优惠资格，劲省280元！营养丰富，不可多得的美味。,,9.9
【限南京地区配送】59.9元抢原价88元慢面包手工冰皮月饼一盒（6块混合口味），超高颜值的冰皮，6种口味一次get~,,59.9
【全国包邮】22.9元抢门市价39元德福一品蛋黄酥一盒12枚，39.9元抢两盒，采用真材实料，香甜不腻，老少皆宜。,蛋黄酥:B:两盒12枚*2,39.9
【全国包邮】22.9元抢门市价39元德福一品蛋黄酥一盒12枚，39.9元抢两盒，采用真材实料，香甜不腻，老少皆宜。,蛋黄酥:A：一盒12枚 ,22.9
【全国包邮】69.9元抢原价99元欣跃天地自热米饭8盒（4种口味，各2盒），四种口味满足味蕾随时随地轻松享受美味~,,69.9
【贤合庄两店通用】9.9元抢贤合庄100元代金券！卤味锅底满满煮开，飘香整家店，来这里吃火锅，撞星率超高！,,9.9
【夫子庙班花串串】49.9元抢原价132元串串套餐，锅底+80根签荤素不限+考双百小吃+盘菜白盘任选1份+面纸一盒！一起穿越到学生年代 ！,,49.9
【江宁丰硕农场】仅9.9元购门市价39元【丰硕农场】家庭畅玩券！农场赶大雁+捡鸡蛋+喂养小动物+挖野菜+农场观光+捉泥鳅 +钓鱼+可采摘2斤有机蔬菜带走+赠送100元农家餐抵用金，尽情享受时光！,,9.9
【六店通用·慢面包】仅15.8元/28.8元享四寸盒子蛋糕1个/四寸蛋糕盒子2个！芒果、草莓、抹茶、奥利奥，多种口味与造型萌翻你的少女心！,蛋糕盒子:1个4寸蛋糕盒子 ,15.8
直播秒杀【全国包邮】19.9元抢门市价39元德福一品蛋黄酥一盒12枚，香甜不腻，老少皆宜。,,19.9
【黑龙吃肉酒馆】珠江路沿线|118元抢原价348元双人餐！一站式体验酒吧+火锅的双重快乐！有酒有肉才是生活真谛！ ,,118.0
【河西朗昇希尔顿】仅209元抢原价296元单人自助晚餐（可携带一名1.2米以下儿童）海鲜、甜品、日料……超多美食等你来吃~,,209.0
【非常女子】仅299元抢原价2300元全家福摄影套餐，服装造型每人两组+拍摄50张以上+12张精修入册（精修拷贝赠送）+八寸台历相册 + 20寸放大水晶版画,,299.0
【艾尚天地|集渔冬阴功火锅】188元抢2~3人堂食套餐！火热东南亚风情！等你来尝！火爆各地的TA来啦！性价比爆表！,,188.0
直播秒杀【全国包邮】36.9元抢门市价78元德福一品蛋黄酥两盒24枚，采用真材实料，香甜不腻，老少皆宜。,,36.9
【李佳琪强烈推荐 | 临安山核桃仁 |】39.9元抢原价69元山核桃仁150g/罐*4，69.9元抢原价139元山核桃 仁150g/罐*10，个大饱满，饱满酥脆，营养健康超好吃～,临安山核桃:B套餐： 山核桃仁150g/罐*10,69.9
【李佳琪强烈推荐 | 临安山核桃仁 |】39.9元抢原价69元山核桃仁150g/罐*4，69.9元抢原价139元山核桃 仁150g/罐*10，个大饱满，饱满酥脆，营养健康超好吃～,临安山核桃:A套餐： 山核桃仁150g/罐*4 ,39.9
【金陵小夫妻木炭全羊馆|两店通用】79.9元抢原价260元2-3人套餐，木炭全羊锅一份，6份蔬菜（鸭血、土豆、生菜、干丝、面筋包、粉丝），凉拌鸭胗一份，盐水花生一份,,79.9
 【老船长】仅88元享门市价288元猪肚鸡套餐！（​虫草松茸猪肚鸡+广东清远鸡+虫草+松茸+黑猪肚+潮汕手打肉丸+手打牛肉滑+豆腐皮+魔芋节+玉米+生菜....）,,88.0
【二喜自助鱼蛙火锅】新街口|火锅界超强CP“鱼蛙”来袭！79元购门市价178元牛蛙黑鱼晚市自助火锅！不限量随便吃！酒水饮料任喝！,,79.0
【精选砀山黄桃，一口半个桃！】29.9元抢门市价45元黄桃罐头425g*5罐！藏着无与伦比的鲜嫩，VC都快溢出来啦！超Q弹,,29.9
【T3出行|限南京用户使用】1元秒杀T3出行新用户101元打车券大礼包，老用户2张6元无门槛立减券！ ,,1.0
【荣哲熙牛排自助】CFC生活广场店 39.9元抢门市价108单人经典套餐！享受一场饕餮盛宴！,,39.9
【全国包邮】13.9元抢门市价29元，拜格不锈钢剪刀三件套：手工剪、厨房剪、家用剪 ，德国品质，一套剪刀搞定厨房 ,,13.9
【固城湖大闸蟹产地直发】99元抢原价150元大闸蟹8只！109元抢原价220元4对大闸蟹：母蟹2.5两+公蟹3两！江浙沪邮政EMS包邮！死蟹包赔，无黄包赔！,套餐:C套餐：4对螃蟹 母蟹2.5两/只，公蟹3.5两/只,160.0
【鼓楼|巷陌繁花酒吧】仅9.9元抢门市价376元/292元繁花酒吧A套餐青岛啤酒（或同品类）12瓶+坚果+精致果盘，B套餐莫吉托一扎/长岛冰茶一扎（二选一）+精致果盘+坚果,巷陌繁花:A套餐 ,9.9
【李佳琪强烈推荐 | 临安山核桃仁 |】39.9元抢原价69元山核桃仁135-140g/罐*4，69.9元抢原价139元山核桃 仁135g~140g/罐*10，个大饱满，饱满酥脆，营养健康超好吃～,核桃:B套餐  山核桃仁*10罐,69.9
【鼓楼|巷陌繁花酒吧】仅9.9元抢门市价376元/292元繁花酒吧A套餐青岛啤酒（或同品类）12瓶+坚果+精致果盘，B套餐莫吉托一扎/长岛冰茶一扎（二选一）+精致果盘+坚果,巷陌繁花:B套餐,9.9
【三店通用/经络堂——点评网推荐五星好店】仅68元购价值980元肩颈、腰部推拿+汗蒸+沐浴+精油套餐，休闲养生安排上~,,68.0
【李佳琪强烈推荐 | 临安山核桃仁 |】39.9元抢原价69元山核桃仁135-140g/罐*4，69.9元抢原价139元山核桃 仁135g~140g/罐*10，个大饱满，饱满酥脆，营养健康超好吃～,核桃:A套餐 山核桃仁*4罐 ,39.9
【固城湖大闸蟹产地直发】99元抢原价150元大闸蟹8只！109元抢原价220元4对大闸蟹：母蟹2.2两+公蟹3两！江浙沪邮政EMS包邮！死蟹包赔，无黄包赔！,大闸蟹:D套餐：4对螃蟹 母蟹3两/只，公蟹4两/只,258.0
【全国通用】24.9元抢门市价33元肯德基老北京鸡肉卷两份，性价比高到惊人好吗，还在等啥？赶紧抢啊！,,24.9
【全国通用】星巴克折扣年卡，9.9元享【星巴克·折扣年卡】1张！全国星巴克在线点单低至6折起，最多可省9.4元一杯！还能吃喝玩乐一键省钱！,,9.9
【麦当劳洪武路店/三牌楼店/大桥南路店】三店通用！嗨皮独家大优惠！！27.9元抢麦当劳51.5元单人套餐， 53.9元抢麦当劳102元双人套餐,套餐:单人套餐 ,27.9
【麦当劳洪武路店/三牌楼店/大桥南路店】三店通用！嗨皮独家大优惠！！27.9元抢麦当劳51.5元单人套餐， 53.9元抢麦当劳102元双人套餐,套餐:双人套餐,53.9
【国庆专属福利】29.9元购原价53元时代影城电影兑换通用券，各位影迷抢先购买好位置哦~,,29.9
【玄武湖｜国庆特惠】  110元起中南玄武湖菱洲生态乐园畅玩票，双人票/亲子票/家庭票，冒险杂技、童话巡游！还有超多惊喜等你pick！ ,玄武湖:双人票 ,130.0
【固城湖大闸蟹产地直发】99元抢原价150元大闸蟹8只！109元抢原价220元4对大闸蟹：母蟹2.2两+公蟹3两！江浙沪邮政EMS包邮！死蟹包赔，无黄包赔！,大闸蟹:A套餐：8只母蟹 2两/只 ,99.0
【溧阳丨国庆加价可用】¥199起抢|花筑·奢野别院两天一晚/三天两晚度假套餐！入住豪华家庭套房，食天目湖鱼头汤，享两大一小早餐，有效期至年底～,花筑-奢野别院:A套餐 两天一晚度假套餐 ,199.0
【玄武湖｜国庆特惠】  110元起中南玄武湖菱洲生态乐园畅玩票，双人票/亲子票/家庭票，冒险杂技、童话巡游！还有超多惊喜等你pick！ ,玄武湖:亲子票,110.0
【苏蜀传奇】24.8元抢原价69元单人午市自助涮锅烤肉！超高性价比！ ,,24.8
【全国包邮】69.9元抢原价99元欣跃天地自热米饭8盒（4种口味，各2盒），四种口味满足味蕾随时随地轻松享受美味~,,69.9
【全国包邮】仅29.9元抢门市价119元形象美 洗护浴三件套血橙沐浴乳一瓶550ML，生姜洗发水一瓶300ML，生姜护发水一瓶300ML ,,29.9
【全国包邮】仅188抢门市价420元400ml兰蔻大粉水一瓶，周冬雨、吴亦凡都在用的兰蔻大粉水，旗舰店销量第一，补水又保湿,,188.0
【重庆高老九火锅】 艾尚天地|188元抢门市价512元3-4人火锅套餐！鸳鸯锅底+美蛙+龙盘肉+火锅组合+乌鸡卷+巴沙鱼+午餐肉...,,188.0
【全国包邮】仅19.9抢门市价59元形象美绵羊油保湿霜140g两瓶，滋润补水，四季可用，一瓶多效，全身可用。,,19.9
【鼓楼|巷陌繁花酒吧】酒吧中的王炸来了！9.9元=12瓶啤酒/莫吉托/长岛冰茶+2份坚果+1份精致果盘，带你嗨翻整个长夜！！！,巷陌繁花:B套餐,9.9
【全国包邮】仅19.9抢门市价40元形象美蜂蜜保湿护手霜 / 珍珠倍润护手霜 / 乳木果柔嫩护手霜/ 玫瑰水漾护手霜（60G)，四选 二，/门市价49元B套餐马油护手霜（30G)一支 ，用心呵护您的手保持最年轻的状态,护手霜:蜂蜜保湿护手霜 / 珍珠倍润护手霜 / 乳木果柔嫩护手霜/ 玫瑰水漾护手霜（60G)四选 二 ,19.9
【南湖东路｜杨记潮汕鲜牛肉牛杂火锅】仅99元抢门市价307元2-3人套餐！凭借一口鲜牛肉火锅制霸全场！人均33元即可打卡！,,99.0
【TOPBABY｜六店通用】49.9元抢购价值1588金牛台历拍摄，仅限500份！抢完即止！金牛送福，潮宝迎春！南京六区均可拍摄（鼓楼/玄武/栖霞/桥北/雨花/江宁）,,49.9
【鼓楼|巷陌繁花酒吧】酒吧中的王炸来了！9.9元=12瓶啤酒/莫吉托/长岛冰茶+2份坚果+1份精致果盘，带你嗨翻整个长夜！！！,巷陌繁花:A套餐 ,9.9
预售【高淳金沙水城】小伙伴们快和家人们来金沙水城泡澡吧~19.9元抢原价59元单人浴资+自助餐，59.9元抢原价139元两大一小：浴资+自助餐。吃喝玩乐一站搞定！,金沙水城套餐:两大一小：浴资 自助餐,59.9
【琦品｜新街口/江宁店】98元抢原价1288元瑞士活细胞嫩肤透白/泰国 进口精油经络肩颈二选一，为女性打造100%尊贵体验,琦品:瑞士面部活细胞嫩肤透白 ,98.0
预售【高淳金沙水城】小伙伴们快和家人们来金沙水城泡澡吧~19.9元抢原价59元单人浴资+自助餐，59.9元抢原价139元两大一小：浴资+自助餐。吃喝玩乐一站搞定！,金沙水城套餐:单人浴资 自助餐 ,19.9
【琦品｜新街口/江宁店】98元抢原价1288元瑞士活细胞嫩肤透白/泰国 进口精油经络肩颈二选一，为女性打造100%尊贵体验,琦品:泰国进口精油经络肩颈SPA,98.0
【两店通用】仅58元抢门市价1280元L&C .DELICACY美学馆 美肤美睫套餐，超微气泡肌底清洁一次，沙漠肌水分再生一次，美白三部曲一次，蚕丝轻感美睫一次（10天内免费修补一次 ）还不来变美嘛？,,58.0
【全国包邮】仅19.9抢门市价40元形象美蜂蜜保湿护手霜 / 珍珠倍润护手霜 / 乳木果柔嫩护手霜/ 玫瑰水漾护手霜（60G)，四选 二，/门市价49元B套餐马油护手霜（30G)一支 ，用心呵护您的手保持最年轻的状态,护手霜:马油护手霜（30G)一支  ,19.9
测试秒杀【新街口/杰克地方】仅59元抢门市价147元牛排单人套餐特级西冷牛排，田园沙拉，意式蔬菜汤，味蕾和视觉的双重盛宴~,,59.0
【新街口淘淘巷香港城，无需预约】只做当日新鲜好牛肉！仅59/99元享门市价128/258元【潮徽臻牛鲜牛肉】牛骨单人套餐/2-3人火锅套餐,潮徽臻秦:2-3人火锅套餐,99.0
【嗨皮优惠专属福利】29.9元购原价53元时代影城电影兑换通用券，各位影迷抢先购买好位置哦~,,29.9
【新街口/杰克地方】仅59元抢门市价147元牛排单人套餐特级西冷牛排，田园沙拉，意式蔬菜汤，味蕾和视觉的双重盛宴~,,59.0
【全国包邮】88元抢原价199元意大利C&C羊羔绒围巾1条，自带一份尊贵优雅，穿围两用，气质加成！,,88.0
限量秒杀【鼓楼|巷陌繁花酒吧】酒吧中的王炸来了！9.9元=12瓶啤酒/莫吉托/长岛冰茶+2份坚果+1份精致果盘，带你嗨翻整个长夜！！！,巷陌繁花套餐:A套餐 ,9.9
直播秒杀【全国包邮】仅9.9抢门市价59元形象美绵羊油保湿霜140g两瓶，滋润补水，四季可用，一瓶多效，全身可用。,,9.9
 直播秒杀【老船长】仅19.9元享门市价288元猪肚鸡套餐！（​虫草松茸猪肚鸡+广东清远鸡+虫草+松茸+黑猪肚+潮汕手打肉丸+手打牛肉滑+豆腐皮+魔芋节+玉米+生菜....）,,19.9
直播秒杀【金陵小夫妻木炭全羊馆|两店通用】19.9元抢原价260元2-3人套餐，木炭全羊锅一份，6份蔬菜（鸭血、土豆、生菜、干丝、面筋包、粉丝），凉拌鸭胗一份，盐水花生一份,,19.9
【新街口淘淘巷香港城，无需预约】仅69元享门市价128元签味烧烤双人餐，羊肉串、鱼豆腐、烤面筋、秋刀鱼、蒜泥扇贝、韭菜 ……荤素的完美搭配丰富你的味蕾,,69.0
【建邺|缤润汇】仅39元抢原价1380元HANA美学皮肤管理中心酵素浴套餐！日本暴瘦酵素浴， 深层水漾活肤光彩SPA，，日本晓姿眼部活化管理，背部脂刷一次 （四选 三），,,39.0
限量秒杀【鼓楼|巷陌繁花酒吧】酒吧中的王炸来了！9.9元=12瓶啤酒/莫吉托/长岛冰茶+2份坚果+1份精致果盘，带你嗨翻整个长夜！！！,巷陌繁花套餐:B套餐,9.9
直播间秒杀【全国通用】19.9元抢门市价33元肯德基老北京鸡肉卷两份，性价比高到惊人好吗，还在等啥？赶紧抢啊！,,19.9
【三店通用/经络堂—体重管理套餐】仅68元购价值1288元体重管理推拿+汗蒸+沐浴+推拿+红外线理疗套餐  ，体重管理安排上~,,68.0
直播秒杀【全国包邮】59元抢原价99元欣跃天地自热米饭8盒（4种口味，各2盒），四种口味满足味蕾随时随地轻松享受美味~,,59.0
【张府园地铁站】仅17.9元抢原价33元柒也家招牌手打虾滑1份+鳕鱼滑1份，享受吃虾滑的快乐~,,17.9
【浦口金盛田广场】仅79元抢原价179元唯二小馆牛蛙双人套餐，现杀三斤牛蛙+莴笋+藕+土豆+手指年糕+洋葱+酸梅汁1扎+2份餐具，丰富的菜品、麻辣的鲜香，还不快来尝尝~,,79.0
【都野菜寿喜锅】江宁万达|95元抢门市价168单人自助套餐！火爆吃货圈的日式寿喜烧入驻南京！高品质牛肉不限量供应,,95.0
【雅宴精致涮涮锅/3店通用】39.9元单人晚市自助火锅！人气自助小火锅蔬菜肉肉等各类美食一次性满足所有人的口味！ ,,39.9
【苜蓿园｜卡裴娜小馆】99元享门市价473元的卡裴娜小馆双人餐！澳洲沙朗牛肉+秘制鸡翅+卡裴娜经典薯条+ 慕尼黑白肠+ 意大利肉酱芝士焗...超多美味,,99.0
【1345水晶蓝湾汗蒸温泉会馆】仅39元/59元抢超值单人/亲子洗浴套餐，洗浴、汗蒸、儿童戏水、住宿、娱乐，一站式休闲娱乐,洗浴:亲子洗浴,59.0
【1345水晶蓝湾汗蒸温泉会馆】仅39元/59元抢超值单人/亲子洗浴套餐，洗浴、汗蒸、儿童戏水、住宿、娱乐，一站式休闲娱乐,洗浴:单人浴资 ,39.0
【鸡鸣汤包/夫子庙店】19.9元双人餐！鸡汁汤包+鸭血粉丝汤+赤豆酒酿元宵或桂花糖芋苗，百年老店，不忘初心，品味最熟悉的老味道！,,19.9
【两店通用】仅29.9元抢门市价106元京笙韩国炸鸡套餐，韩国炸鸡半只，6块无骨鸡肉，霸王薯条一份，可乐一听,,29.9
【全国包邮】仅79元抢购门市价159.9元万亩稻 长粒香蟹稻胚芽米1kg*5块，只为让千家万户的家庭吃上新鲜健康营养的好大米,,79.0
【汉中门/河西万达/苏宁清江三店通用】58元抢门市价398元LOUIS轻奢芳香PSA套餐，芳香精油背部SPA（45分钟） 两次，男女不限，休闲养生放松一下~,,58.0
【建邺区缤润汇】9.9元抢原价100元九田家黑牛烤肉料理代金券，烤肉界的爱马仕，快来打卡吧~,,9.9
限时买一送一【建邺|缤润汇】仅39元抢原价1380元HANA美学皮肤管理中心酵素浴套餐！日本暴瘦酵素浴， 深层水漾活肤光彩SPA，，日本晓姿眼部活化管理，背部脂刷一次 （四选 三），,,39.0
限时秒杀【三店通用/经络堂——点评网推荐五星好店】仅39元购价值980元肩颈、腰部推拿+汗蒸+沐浴+精油套餐，休闲养生安排上~,,39.0
【老鼓楼鸡鸣汤包/夫子庙店】19.9元双人餐！鸡汁汤包+鸭血粉丝汤+赤豆酒酿元宵或桂花糖芋苗，百年老店，不忘初心，品味最熟悉的老味道！,,19.9
限时秒杀【新街口淘淘巷香港城，无需预约】只做当日新鲜好牛肉！仅19.9元享门市价128元【潮徽臻牛鲜牛肉】牛骨单人套餐,,19.9
限时秒杀【苜蓿园｜卡裴娜小馆】39.9元享门市价473元的卡裴娜小馆双人餐！澳洲沙朗牛肉+秘制鸡翅+卡裴娜经典薯条+ 慕尼黑白肠+ 意大利肉酱芝士焗...超多美味,,39.9
限时秒杀【新街口/杰克地方】仅19.9元抢门市价147元牛排单人套餐特级西冷牛排，田园沙拉，意式蔬菜汤，味蕾和视觉的双重盛宴~,,19.9
限时秒杀【张府园地铁站】仅9.9元抢原价33元柒也家招牌手打虾滑1份+鳕鱼滑1份，享受吃虾滑的快乐~,,9.9
【新街口】仅19.9元抢门市价138元芭比馆体验换装1小时单套 ，仅59元抢门市价228元芭比馆体验换装3小时不限套 ，粉嫩芭比屋，满足你的少女心！,芭比:芭比馆体验换装1小时单套  ,19.9
【建邺区|万达】仅39元抢门市价724元想de美美容套餐，仅49元抢门市价794元想de美养生套餐，送你一份美丽/健康大礼每个女孩都值得拥有~,想:美容套餐,49.0
限时秒杀【苜蓿园｜卡裴娜小馆】59.9元享门市价473元的卡裴娜小馆双人餐！澳洲沙朗牛肉+秘制鸡翅+卡裴娜经典薯条+ 慕尼黑白肠+ 意大利肉酱芝士焗...超多美味,,59.9
【新街口】仅19.9元抢门市价138元芭比馆体验换装1小时单套 ，仅59元抢门市价228元芭比馆体验换装3小时不限套 ，粉嫩芭比屋，满足你的少女心！,芭比:芭比馆体验换装3小时不限套,59.0
【全国通用】仅199元抢价值688元寄居蟹民宿享旅卡！可连住4间夜（2晚高端+2晚中端）！全国近130+民宿可用！,,199.0
【三层防护口罩】25.9元抢原价69元100个装成人/儿童三层防护口罩，29.9元抢原价79元儿童三层防护口罩（小熊款），三层防护有效过滤！,口罩款式:儿童100只（无图案）,25.9
【五店通用，奇迹健身】仅19.9元抢原价899元奇迹健身+游泳半月（15天）体验卡，你就是下一个行走的荷尔蒙！,,19.9
【三层防护口罩】25.9元抢原价69元100个装成人/儿童三层防护口罩，29.9元抢原价79元儿童三层防护口罩（小熊款），三层防护有效过滤！,口罩款式:成人100只（无图案） ,25.9
【卤人甲|新街口店】19.9元单人豪华套餐！凭借一份黄金炸鸡爪成功出圈！堪称卤炸界大佬！现卤现炸！匠心制作！,,19.9
【三层防护口罩】25.9元抢原价69元100个装成人/儿童三层防护口罩，29.9元抢原价79元儿童三层防护口罩（小熊款），三层防护有效过滤！,口罩款式:儿童100只（小熊款）,29.9
【全国包邮】仅59.9元抢门市价89元彩狸天然皂露洗衣液，温和去污、洁净留香，浓浓的薰衣草香味   让你仿佛置身在薰衣草的海洋,,59.9
【建邺区|万达】仅39元抢门市价724元想de美美容套餐，仅49元抢门市价794元想de美养生套餐，送你一份美丽/健康大礼每个女孩都值得拥有~,想:养生套餐 ,39.0
【全国包邮|双十一巨献】仅29.9抢门市价99元N95口罩*20，专业配置，让防护更舒适,,29.9
【四店通用|爱啃猪蹄】仅13.9元抢门市价22元秘制卤肉饭，18.9元抢门市价28元黄豆炖猪蹄饭，16.9元抢门市价30元炸猪蹄/卤猪蹄/炸猪手圈（三选一）,爱啃猪蹄:A套餐： 秘制卤肉饭一份 ,13.9
【江浙沪皖顺丰包邮|南京可自提】58元抢门市价128元南林雅致燕窝玉玺款40克/*1礼盒 ，99元抢门市价228元南林雅致燕窝小经典款75克/瓶*3 礼盒 古法手工挑毛约1500次，开盖直接食用。,南林:A套餐： 玉玺款40克/*1， 礼盒  ,58.0
【五店通兑，奇迹健身】仅19.9元抢原价899元奇迹健身+游泳半月（15天）体验卡，你就是下一个行走的荷尔蒙！,,19.9
【呷哺呷哺|南京9店通用】69元抢原价116元双人餐！20年品牌！保证带来品质和口味如一！一人一锅，霸气开涮！,,69.0
【南京凤凰台饭店· 海鲜自助餐】玄武湖|凤凰台上凤凰游！79元抢单人节假日周末午市自助餐！ 各种美食统统放进畅吃清单！带上你的小伙伴快来赴约吧！,,79.0
【四店通用|爱啃猪蹄】仅13.9元抢门市价22元秘制卤肉饭，18.9元抢门市价28元黄豆炖猪蹄饭，16.9元抢门市价30元炸猪蹄/卤猪蹄/炸猪手圈（三选一）,爱啃猪蹄:C套餐： 炸猪蹄/卤猪蹄/炸猪手圈，三选一,16.9
【建邺万达旁•集庆门大街站7B号口】小红书流行的齿轮洞穴音乐餐吧来啦！9.9/138元享购门市价297/1199元的潮向酒廊套餐，百威啤酒，酒鬼花生，香辣薯角，精美果盘， 恶魔野格力娇.......,潮向酒廊套餐:B套餐 ,138.0
【江浙沪皖顺丰包邮|南京可自提】58元抢门市价128元南林雅致燕窝玉玺款40克/*1礼盒 ，99元抢门市价228元南林雅致燕窝小经典款75克/瓶*3 礼盒 古法手工挑毛约1500次，开盖直接食用。,南林:B套餐： 小经典款75克/瓶*3 ，礼盒 ,99.0
【建邺万达旁•集庆门大街站7B号口】小红书流行的齿轮洞穴音乐餐吧来啦！9.9/138元享购门市价297/1199元的潮向酒廊套餐，百威啤酒，酒鬼花生，香辣薯角，精美果盘， 恶魔野格力娇.......,潮向酒廊套餐:A套餐 ,9.9
【四店通用|爱啃猪蹄】仅13.9元抢门市价22元秘制卤肉饭，18.9元抢门市价28元黄豆炖猪蹄饭，16.9元抢门市价30元炸猪蹄/卤猪蹄/炸猪手圈（三选一）,爱啃猪蹄:B套餐：黄豆炖猪蹄饭一份,18.9
【限江浙沪，顺丰空运】仅69.9元抢市场价119元棠小一榴莲千层六寸，精选马来西亚优质苏丹王榴莲果肉，快和心爱的TA分享，简直Sweet♥到爆！,,69.9
直播秒杀【四店通用|爱啃猪蹄】9.9元抢门市价30元炸猪蹄/卤猪蹄/炸猪手圈（三选一）,,9.9
直播秒杀【江浙沪皖顺丰包邮|南京可自提】19.9元抢门市价128元南林雅致燕窝玉玺款40克/*1礼盒,,19.9
直播秒杀【江浙沪皖顺丰包邮|南京可自提】59元抢门市价228元南林雅致燕窝小经典款75克/瓶*3 礼盒,,59.0
直播秒杀【四店通用|爱啃猪蹄】9.9元抢门市价30元烤蜜薯一份+雪燕桃胶羹一份,,9.9
【万圣节亲子活动】19.9元抢原价198元美乐万圣节亲子活动套餐1份，万圣南瓜灯制作（实物南瓜）+万圣商场巡游（赠送万圣节定制服装一套），快来一起度过一个难忘的万圣节,,19.9
预售【南京南站/海韵之星限时抢购】129元抢门市价218元海韵之星油轮单人船票+自助餐（一餐）纯正的韩式汗蒸养生，一站式的休闲娱乐~！,,129.0
【抖音网红爆款，平台疯狂补贴，全国包邮】9.9元抢原价39.9元 的甘滋罗手工巧克力“一鹿有你”礼盒装，纯可可脂+新西兰牛乳，天然更健康！,,9.9
直播秒杀【四店通用|爱啃猪蹄】仅9.9元抢门市价22元秘制卤肉饭,,9.9
直播秒杀【四店通用|爱啃猪蹄】9.9元抢门市价28元黄豆炖猪蹄饭,,9.9
【高虾神】莫愁湖|蛙～蛙～蛙！自助火锅界蕞强CP美蛙+酱大骨来袭！58元抢门市价168元单人美蛙酱大骨自助！ ,,58.0
直播秒杀【怡康街】仅59元抢门市价308元炮锅蛙蛙牛蛙套餐，10只牛蛙（四种口味锅底任选）+鸭血+老豆腐+午餐肉+平茹+豆芽+四川泡菜,,59.0
【安吉】¥399抢安吉木美鸟铂锐度假酒店度假套餐！住豪华房，A:游七彩山地亲子乐园！B:游潴口溪水上乐园漂流或者飞艇2选1！住豪华房！吃美食！玩盛夏！,度假套餐:A套餐：豪华房（大床/双床）/晚 七彩山地亲子乐园 ,399.0
【怡康街】仅99元抢门市价308元炮锅蛙蛙牛蛙套餐，10只牛蛙（四种口味锅底任选）+鸭血+老豆腐+午餐肉+平茹+豆芽+四川泡菜,,99.0
【四店通用|爱啃猪蹄】仅13.9元抢门市价22元秘制卤肉饭，18.9元抢门市价28元黄豆炖猪蹄饭，16.9元抢门市价30元炸猪蹄/卤猪蹄/炸猪手圈（三选一）,爱啃猪蹄:D套餐：烤蜜薯一份 雪燕桃胶羹一份,15.9
【莫干山】纯木质古朴中式宅院，¥299入住花筑·莫干山瑶庄客栈/晚，享免费早餐、店内娱乐设施、店内用餐9折优惠，有效期至明年3月～归隐山水间，享清风明月,,299.0
【涵碧楼】南京顶级高端五星级自助！168元抢原价399元Ho Jia9风味主食4选1+单人自助餐，288元抢原价Ho Jia9精选牛排3选 1+单人自助餐，248元抢原价488元单人自助餐,涵碧楼:B套餐：Ho Jia9精选牛排3选 1 单人自助餐,288.0
【涵碧楼】南京顶级高端五星级自助！168元抢原价399元Ho Jia9风味主食4选1+单人自助餐，288元抢原价Ho Jia9精选牛排3选 1+单人自助餐，248元抢原价488元单人自助餐,涵碧楼:C套餐：单人自助餐,248.0
【德盈国际广场】仅39.8元抢原价1870元L.SPA美容美甲养生套餐：纯色美甲+小气泡+脱毛一次+肩颈疏通单次+身体减脂一次+艾灸月卡（不限次）,,39.8
【涵碧楼】南京顶级高端五星级自助！168元抢原价399元Ho Jia9风味主食4选1+单人自助餐，288元抢原价Ho Jia9精选牛排3选 1+单人自助餐，248元抢原价488元单人自助餐,涵碧楼:A套餐：Ho Jia9风味主食4选1 单人自助餐 ,168.0
【海码头海鲜烧烤城】南湖东路|秋日第一份烤羊腿！仅售88元！即可获得门市价358元的3-4人烤羊腿套餐！满足你的吃肉欲望 ,,88.0
