商品标题,一级（是否为实体）,二级-三级-四级,时间,地域
【全国包邮】仅13.9元抢原价35元高品质编织一拖三充电数据线1根！超长1.2米！可充3种设备，安卓、苹果和Type-C三种接口,1,g-1,,
【直播间限时秒杀】【新街口莱迪】2.9元抢原价15元陈记超值套餐，陈记秘制老长沙臭豆腐+里脊串，还不赶紧去打卡~~,0,a-10,限时,
【直播间限时秒杀】【42店通用/南京 镇江 马鞍山】6.9元抢原价60元特惠洗车套餐：标准洗车+安全检测+玻璃水；错过等一年！全国连锁！,0,t,限时,
【森林摩尔艺术时尚街区】仅29.9元抢门市价80元居老汉罐罐饭双人餐，冬瓜海带排骨汤、土豆煨牛腩、养生蒸鸡蛋两份、精美小菜两份、酸梅汤两份、米饭两份,0,a-3,,
【直播间限时秒杀】【全国300+精品酒店免费住】仅568元抢“任享无限次-免费住酒店”随处·畅住卡2年使用期！超长使用期！全国有300多家精品酒店，不限次数！不限地区！不限房型！免费住~,0,b,,
直播秒杀【怡康街】仅29.9元抢门市价103元炮锅蛙蛙叫肥肠鸡双人套餐，鲜香麻辣，让你食欲大开！,0,a-3,限时,
【高淳富克斯广场】仅5.9元抢原价25元时代影城单人3D观影票！《大鱼海棠》《哪吒之魔童降世》高水准国漫电影，一部都不容错过!,0,c-5,,
【直播间限时秒杀】【两店通用】仅88元抢原价325元炉子旁烤肉2-3人餐！六款火爆肉食+生菜+裙带菜汤+酱料+气泡水3杯！网红烤肉盛宴等你来打卡~,0,a-5,限时,
【直播间限时秒杀】【全国包邮】仅8.9元抢原价35元高品质编织一拖三充电数据线1根！超长1.2米！可充3种设备，安卓、苹果和Type-C三种接口,1,g-1,限时,
【直播间限时秒杀】【仅限南京地区发货】仅56元抢原价79元 元气森林无糖苏打气泡水白桃味15瓶装！480ml/瓶！健康+好喝，乘风破浪的绮绮子也在喝~,1,a-11,限时,
【直播间限时秒杀】【江宁翠屏国际】89元抢原价237元亲子洗浴澡资+自助晚餐！享受休闲养生，尽在沐槿宫~,0,q/i,限时,
【两店通用】【韩熙&纯色】仅29元抢门市价588元美肤套餐， 护肤流程步骤多到惊掉你的下巴专业、细致、全面、周到让你素颜出门也OK！！！,0,k,,
【限南京配送】仅78元抢原价198元春甜花花11支玫瑰礼盒！仅88元抢原价228元春甜花花 I LOVE YOU 红色玫瑰礼盒！给你心里的那个TA送一束爱意满满的玫瑰吧！,1,h,,
【直播间限时秒杀】【全国包邮|买一赠一】仅31元抢原价118元修正药业除螨包，每袋10包/每包10g，天然草本萃取，温和呵护，轻松除螨,1,c-5,限时,
【玄武区/碑亭巷】仅29.9元抢原价105元源记潮汕砂锅粥套餐芹菜干贝肉松砂锅粥一份，独家手工葱油饼一份，小菜两碟,0,a-3,,
【直播后恢复爆品价】【42店通用/南京 镇江 马鞍山】9.9元抢原价60元特惠洗车套餐：标准洗车+安全检测+玻璃水；错过等一年！全国连锁！,0,t,,
【地铁2号线苜蓿园站】仅128元抢原价429元蜀嘟宽窄巷子火锅2-3人餐！锅底+极品鲜脆四拼+精品肥牛1号+特色丸类双拼+极品耗儿鱼……6荤4素，还有小吃、饮品，超值~,0,a-4,,
【怡康街】仅39.9元抢门市价103元炮锅蛙蛙叫肥肠鸡双人套餐，鲜香麻辣，让你食欲大开！,0,a-3,,
【直播间限时秒杀】【江宁翠屏国际】仅29元抢原价129元沐槿宫成人洗浴澡资！享受休闲养生，尽在沐槿宫~,0,i,限时,
【常州天目湖】仅399元抢原价699元松岭竹海度假区夜晚漂流套餐！斯维登酒店 大/双床住宿1晚（含双早）+锦香阁两大一小套餐+两大一小葡萄采摘+竹海夜漂门票两张（可游玩松岭夜场活动，送荧光装备两套）,0,d/e,,
开业预售【地铁2号线奥体东站|四季足道公馆】仅69元抢原价159元四季春香足浴60分钟套餐！足疗+洗浴+餐饮！养生放松从足开始~,0,h,,
【42店通用/南京 镇江 马鞍山】9.9元抢原价60元特惠洗车套餐：标准洗车+安全检测+玻璃水；爆品返场！全国连锁！,0,t,,
【玄武区|钟鼎名悦广场】仅150元抢原价256元嘎嘎香羊蝎子牛骨双人自助餐！ 羊蝎子、牛骨、蔬菜、菌菇、各类丸子、多种凉菜不限量，啤酒、饮料畅饮！,0,a-8,,
【直播后恢复爆品价】【全国300+精品酒店免费住】仅668元抢“任享无限次-免费住酒店”随处·畅住卡2年使用期！超长使用期！全国有300多家精品酒店，不限次数！不限地区！不限房型！免费住~,0,b,限时,
【建邺|缤润汇】仅39元抢原价580元HANA美学皮肤管理中心酵素浴套餐！日本暴瘦酵素浴+肌底深层净化+冰雪女神素颜水光肌，明星们都爱泡~,0,k,,
【直播间后恢复爆品价】【全国包邮】仅13.9元抢原价35元高品质编织一拖三充电数据线1根！超长1.2米！可充3种设备，安卓、苹果和Type-C三种接口,1,g-1,限时,
【高淳富克斯广场】仅0.99元抢原价25元时代影城《战狼2》单人公益观影票！本周五晚7点和小伙伴一起来感受祖国的强大！热血沸腾！,0,c-5,,
【富克斯广场】仅28.8元抢原价118元富庄特色餐厅纸包鱼一份！鲜嫩烤鱼搭配秘制酱料，舌尖上的美味等你来尝~,0,a-3,,
【建邺水西门大街|盘子女人坊】仅49.9元抢原价859元盘子女人坊单人定制摄影套餐！服装+造型妆面+7寸台历一本（含5张照片）+2张精修底片+2张钱包照+16寸放大海报一张 ,0,m,,
【常州天目湖】仅69元抢原价128元松岭竹海夜公园+夜间漂流项目联票1张，送荧光装备1套，闯入光影世界忘却烦恼，寻找到快乐,0,d/e,,
【银杏湖乐园】仅210元抢原价520元双人全天门票！畅玩所有游乐区体验设备、生态区、夜公园、水世界！这个夏天就去银杏湖乐园~,0,d/e,,
【秦淮区|仙鹤街】仅99元抢原价237元蚝鲜生加油站双人套餐！3只生蚝大号+ 3只葱油小鲍鱼+ 柠香炙烤多宝鱼+ 辣炒花蛤+3串烤青椒脆骨+3串烤掌中宝+3串澳洲大串！,0,a-3,,
【全国包邮】108元抢原价398元LAMER海蓝之谜面霜 7ml 小样1瓶，118元抢原价430元LAMER海蓝之谜眼霜5ml小样1瓶，贵妇级护肤品牌,1,d-1,,
【全国包邮】仅19.9元抢门市价24.7元小样自热煲仔饭2盒装！口味4选2+乳酸菌2瓶！红烧牛肉/番茄牛肉（已售罄）/红烧狮子头/川味香肠，随时随地都能吃的煲仔饭~,1,a-5,,
【全国26家门店通用|盘子女人坊】仅49.9元抢原价859元盘子女人坊单人定制摄影套餐！服装+造型妆面+7寸台历一本（含5张照片）+2张精修底片+2张钱包照+16寸放大海报一张 ,0,m,,
【雨润大街地铁站3号口】仅99元抢原价780元Venus皮肤管理中心SPA套餐！128元抢原价880元美肤套餐！奢华贵妇级法尔曼精华补水管理在等你~,0,k,,
【地铁2号线奥体东站|四季足道公馆】仅69元抢原价159元四季春香足浴60分钟套餐！足疗+洗浴+餐饮！养生放松从足开始~,0,h,,
【江宁同曦万尚城】仅69元抢原价190元鱼介碳烤鱼A：烤鱼套餐！湄公鱼一条+配菜+小吃2份！99元抢原价239元B：肉蟹煲套餐！ 梭子蟹1份+配菜+小吃,0,a-3/a-13,,
【高淳富克斯广场】仅6.9元抢原价25元时代影城单人观影票！《美人鱼》《夏洛特烦恼》《捉妖记》国产喜剧佳片，欢乐开场~,0,c-5,,
【江浙沪包邮】仅39元抢原价70元依云矿泉水喷雾2瓶装（50ml/瓶）源自法国阿尔卑斯山冰川矿泉水，小分子矿物质更易吸收，这个夏天补水不能落下哦~,1,d-1,,
【直播间限时抢购】仅14.9元抢门市价24.7元小样自热煲仔饭2盒装！红烧狮子头自热饭2盒+乳酸菌2瓶！随时随地都能吃的煲仔饭~,1,a-5,,
【限南京（高淳、溧水不送）顺丰冷链配送/慢面包榴莲千层】仅28.8抢门市价68元一个/39.8元抢门市价136元两个， 和心爱的TA分享，简直Sweet♥到爆！,1,a-2,,
【仅限江浙沪皖发货】仅88元抢原价198元澳领菲力黑椒牛排套餐！菲力黑椒牛排*15片（80克），送刀叉；美味调理牛排，肉欲满满~,1,a-5,,
【直播间限时秒杀】【森林摩尔艺术时尚街区】仅21元抢门市价80元居老汉罐罐饭双人餐，冬瓜海带排骨汤、土豆煨牛腩、养生蒸鸡蛋两份、精美小菜两份、酸梅汤两份、米饭两份,0,a-1-2,限时,
【直播间限时抢购】【仅限南京地区下单|顺丰包邮】仅59.9元抢原价90元卡士高端酸奶套餐！ 原态酪乳2杯+鲜酪乳6杯+风味发酵乳6杯 +餐后1小时1瓶 ，优质酸奶就选卡士~,0,a-14,限时,
【直播间限时抢购】【限南京顺丰冷链配送/慢面包榴莲千层】仅19.9抢门市价68元一个/31.9元抢门市价136元两个， 和心爱的TA分享，简直Sweet♥到爆！,1,a-2,限时,
【夫子庙】祛痘套餐男女通用！36元抢购原价580元痘院长皮肤管理套餐，高频肌底深洁+舒缓离子毛囊雾化+草莓鼻去黑头+ACC局部祛痘+瑞士冰川补水+美颜红蓝光照射 ，6大项目！超值！,0,k,,
【高淳富克斯广场】仅19.8元抢原价33元时代影城《八佰》单人观影票！淞沪会战的最后一役热血上映！,0,c,,
【直播间限时抢购】【全国300+精品酒店免费住】仅568元抢“任享无限次-免费住酒店”随处·畅住卡2年使用期！超长使用期！全国有300多家精品酒店，不限次数！不限地区！不限房型！免费住~,0,b,,
【两店通用】仅29.9元抢原价58元麦雪尔单人下午茶套餐！奶茶小姐盒子蛋糕一份+现磨咖啡一杯！79.9元抢原价134元双人下午茶套餐！快来享受甜蜜下午茶吧~,0,a-18,,
【限南京（高淳、溧水不送）顺丰冷链配送/慢面包榴莲千层】仅28.8抢门市价88元一个/39.8元抢门市价176元两个， 和心爱的TA分享，简直Sweet♥到爆！,1,a-2,,
【直播间限时抢购】【限南京配送】仅66元抢原价198元春甜花花11支玫瑰礼盒！仅66元抢原价228元春甜花花 I LOVE YOU 红色玫瑰礼盒！给你心里的那个TA送一束爱意满满的玫瑰吧！,1,h,限时,
【直播间限时抢购】【两店通用】仅22.9元抢原价58元麦雪尔单人下午茶套餐！奶茶小姐盒子蛋糕一份+现磨咖啡一杯！79.9元抢原价134元双人下午茶套餐！快来享受甜蜜下午茶吧~,0,a-18,限时,
【直播间限时抢购】仅49.9元抢138元大塘金通票一张！漫步天宫云端，享受梦幻灯光~,0,d,限时,
【直播间限时抢购】【江浙沪包邮】仅29元抢原价70元依云矿泉水喷雾2瓶装（50ml/瓶）源自法国阿尔卑斯山冰川矿泉水，小分子矿物质更易吸收，这个夏天补水不能落下哦~,1,d-1,限时,
【直播间限时抢购】【秦淮区|仙鹤街】仅89.9元抢原价237元蚝鲜生加油站双人套餐！3只生蚝大号+ 3只葱油小鲍鱼+ 柠香炙烤多宝鱼+ 辣炒花蛤+3串烤青椒脆骨+3串烤掌中宝+3串澳洲大串！,0,a-3/a13,限时,
【直播结束恢复爆品价】【限南京配送】仅78元抢原价198元春甜花花11支玫瑰礼盒！仅88元抢原价228元春甜花花 I LOVE YOU 红色玫瑰礼盒！给你心里的那个TA送一束爱意满满的玫瑰吧！,1,h,限时,
【淮安盱眙|老子山温泉山庄】仅248元抢原价988元两大一小畅玩票！老子山行政酒店豪华标间房一晚+两大一小洪泽湖豪华游艇票+两大一小老子山冰泉套票+万亩荷塘浮桥赏花+两大一小自助早餐,0,d/e/q,,
【仅限南京地区下单|顺丰包邮】仅69.9元抢原价90元卡士高端酸奶套餐！ 原态酪乳2杯+鲜酪乳6杯+风味发酵乳6杯 +餐后1小时1瓶 ，优质酸奶就选卡士~,1,a-8,,
"【新街口/杰克地方】仅109元抢门市价269元牛排双人套餐特级西冷牛排2份,田园沙拉，薯条，意式蔬菜汤2份，味蕾和视觉的双重盛宴~",0,a-9,,
【直播结束恢复爆品价】仅19.9元抢门市价24.7元小样自热煲仔饭2盒装！红烧狮子头自热饭2盒+乳酸菌2瓶！随时随地都能吃的煲仔饭~,1,a-5,限时,
【预售|千年珠宝|江苏28店通用，南京5店】仅59元抢原价169元银珍珠耳钉一副；189元抢原价960元云端挚爱吊坠一条；219元抢原价1129元银珍珠耳钉+云端挚爱吊坠；快给挚爱的TA一个七夕惊喜吧~,0,s,,
【直播结束恢复爆品价】【仅限南京地区下单|顺丰包邮】仅69.9元抢原价90元卡士高端酸奶套餐！ 原态酪乳2杯+鲜酪乳6杯+风味发酵乳6杯 +餐后1小时1瓶 ，优质酸奶就选卡士~,1,a-8,限时,
【预售】【天目湖旅游度假区】69元抢门市价130元天目湖水世界七夕单人门票，169元抢门市价300元天目湖水世界双人票+双人浮筏,0,d/e,,
【千年珠宝七夕特惠|江苏28店通用】仅59元抢原价169元银珍珠耳钉一副；189元抢原价960元云端挚爱吊坠一条,0,s,,
【千年珠宝|江苏28店通用】仅59元抢原价169元银珍珠耳钉一副；189元抢原价960元云端挚爱吊坠一条,0,s,,
【德盈国际广场】新店开业钜惠！仅39.8元抢原价1456元L.SPA美容美甲套餐：纯色美甲/小气泡/脱毛一次（腋下或小腿二选 一）/肩颈疏通单次：/深层补水spa/身体局部塑型单次/美睫七大项目，让你从头美到指尖~,0,k,,
【新街口莱迪】8.9元抢原价15元陈记超值套餐，陈记秘制老长沙臭豆腐+里脊串，还不赶紧安排上去打卡哦~~,0,a-10,,
【全国包邮】15.8元抢市场价20元活性炭纳米香包两袋，香味温和不刺激保护您和您的家人,1,c-5,,
"【全国包邮|香奈儿】仅258元抢原价435元香奈儿山茶花柔和净肤泡沫洁面乳1支（150ml）想要皮肤好，面部清洁是关键,给皮肤大牌的呵护~",1,d-1,,
【环宇城】139元抢门市价510元大浪涮烤一体3-4人餐，新鲜牛肉盛宴！涮烤一体，火锅、烤肉两不误~,0,a-4/a-5,,
【仅限南京主城区发货】仅45.9元抢原价65元农家散养虫草鸡蛋一箱（45个）真正野外散养的虫草鸡蛋，营养健康又美味~,1,a-12,,
【直播间限时秒杀】【三层防护口罩】13.9元抢原价39元50个装儿童三层防护口罩，三层防护有效过滤！儿童尺寸紧贴舒适~！！,1,c-1/b-2,限时,
"【直播限时秒杀】【全国包邮】仅16.9元抢原价24.9元辣魔王魔芋爽素毛肚一袋50小包（12g/小包）混合装，麻辣爽脆的魔芋零食，当然选辣魔王~	",1,a-1,限时,
【直播间限时秒杀】【全国包邮】仅12.9元抢原价39元 PZOZ桌面手机支架（不可调节，皓月银）2个，19.9抢原价50元PZOZ桌面手机支架（可调节，皓月银）2个！轻松享受手机时光,1,g-1,限时,
【直播限时秒杀】【全国包邮】仅9.9元抢原价14.9元辣魔王魔芋爽素毛肚20小包（10g/小包）口味四选一，14.9元抢原价27.9元50小包素毛肚！,1,a-1,限时,
【直播间限时秒杀】【全国包邮】8.9元抢市场价20元活性炭纳米香包两袋，香味温和不刺激保护您和您的家人,1,c-5,限时,
直播秒杀！预售【云海亲水汤城】仅53抢原价138元单人门票+单人自助（午餐或晚餐任选一餐）！100多种美食，烤鸭/牛排/海鲜.......手慢即无宝宝千万别错过，这个夏天，就来云海过~,0,d,限时,
【直播限时秒杀价】【仅限南京地区发货】仅56元抢原价79元 元气森林无糖苏打气泡水白桃味15瓶装！480ml/瓶！健康+好喝，乘风破浪的绮绮子也在喝~,1,a-11,限时,
【直播限时秒杀价】【千年珠宝|江苏28店通用】仅49.9元抢原价169元银珍珠耳钉一副；129.9元抢原价960元云端挚爱吊坠一条,0,s,限时,
【直播后恢复爆品价】【全国包邮】仅19.9元抢原价39元 PZOZ桌面手机支架（不可调节，皓月银）2个，26.9抢原价50元PZOZ桌面手机支架（可调节，皓月银）2个！轻松享受手机时光,1,g-1,限时,
【富克斯广场5楼|时代影城】仅4.9元抢原价15元单人影票一张！《白蛇缘起》《何以为家》超高质量的两部大片等你来看！,0,c,,
【高淳富克斯广场】仅7.9元抢原价21元柠檬茶+单人影票套餐！普咔西班牙甜柠檬茶1杯+周六《白蛇缘起》单人影票/柠檬茶1杯+周日《何以为家》单人影票,0,c,,
【直播后恢复爆品价】【新街口莱迪】8.9元抢原价15元陈记超值套餐，陈记秘制老长沙臭豆腐+里脊串，还不赶紧去打卡~~,0,a-10,限时,
【全国通用】仅38元抢门市价：98元寄居蟹旅行民宿体验卡！1间1晚入住网红民宿！全国105+家精品民宿任你选，快来一次说走就走的旅行~,0,n,,
【全国包邮】仅19.9元抢原价39元 PZOZ桌面手机支架（不可调节，皓月银）2个，26.9抢原价50元PZOZ桌面手机支架（可调节，皓月银）2个！轻松享受手机时光,1,g-1,,
【全国包邮】仅11.9元抢原价14.9元辣魔王魔芋爽素毛肚20小包（10g/小包）口味四选一，21.9元抢原价27.9元50小包素毛肚！麻辣爽脆的魔芋零食，当然选辣魔王~,1,a-1,,
【直播后恢复爆品价】【三层防护口罩】19.9元抢原价39元50个装儿童三层防护口罩，三层防护有效过滤！儿童尺寸紧贴舒适~！！,1,c-1/b-2,,
【全国17家门店通用】【南京水游城、江宁景枫2店】仅198元抢原价374元蓝蛙西餐厅双人套餐！汉堡1份+主食1份+沙拉1份+饮品2杯！火爆西餐厅强势回归，美味不容错过,0,a-3,,
【秦淮区长乐路牵牛巷】仅9.9元抢原价28元佐记麻辣鸭套餐！小份麻辣鸭+海带丝+花生米，麻辣鲜爽，风味独特、开胃爽口~,0,a-1-2,,
【仅限南京地区发货】仅19.9元抢原价29元整箱福建小米生蚝小号精品3斤！仅25.9元抢原价39元整箱中号精品生蚝3斤!,1,a-13,,
【江宁谷里|松鼠咔咔】仅99元抢原价238元松鼠咔咔森林乐园亲子套餐！门票（2大1小）+漂流（2大1小）+飞鼠索道+彩虹滑道+宠物喂养食物一份+夜场灯光节门票（2大1小）,0,d/q,,
"【龙眠大道地铁站】仅99元抢原价355元汉城山烤肉超值3-4人餐！6荤2素+海苔手握饭+爽口拉皮+柠檬水1扎！满满肉香福利，就等你来体验~	",0,a-5,,
【江宁翠屏国际 | 沐槿宫】仅19元抢原价59元儿童洗浴+戏水+自助晚餐！49元抢原价129元成人洗浴套餐！59元抢原价168元（洗浴129元＋搓背39元）！超多洗浴套餐，精选按摩放松项目在等你~,0,i,,
【全国包邮 | YSL圣罗兰】仅159元抢原价335元YSL圣罗兰小金条口红一支！14色选一！女生必备的“杨树林”口红，小仙女怎么能错过~,1,d-2,,
"【全国包邮】仅21.9元抢原价24.9元辣魔王魔芋爽素毛肚一袋50小包（12g/小包）混合装，麻辣爽脆的魔芋零食，当然选辣魔王~	",1,a-1,,
【全国包邮】49.9元抢门市价98元，美龄姐美龄粥即食山药百合豆浆粥260g*8罐，采用真材实料，香甜不腻，老少皆宜。粥白如雪，入口甜香细滑~,1,a-5,,
直播秒杀价【秦淮区长乐路牵牛巷】仅3.9元抢原价28元佐记麻辣鸭套餐！小份麻辣鸭+海带丝+花生米，麻辣鲜爽，风味独特、开胃爽口~,0,a-3,限时,
直播秒杀价【新街口莱迪】2.9元抢原价20元陈记超值鸡排套餐，鸡排一份+里脊1串，外酥里嫩的口感，入口后超足的满足感，还不赶紧安排上去打卡哦~~,0,a-1-2,限时,
【仅限南京主城区发货】仅29.9元抢原价50元金旺黑椒脆骨肉肠两袋装！每根肉肠60g！一袋4根！纯肉制作，肉质饱满，满满都是肉肉的幸福~,1,a-1,,
直播秒杀价【大行宫】仅39元抢门市价170元炒螺丝双人套餐，美味不可辜负，新鲜更要享受不要犹豫了，赶快来吃吧！,0,a-3,限时,
【直播间限时秒杀】【仅限南京主城区发货】仅39元抢原价65元农家散养虫草鸡蛋一箱（45个）真正野外散养的虫草鸡蛋，营养健康又美味~,1,a-12,限时,
【直播间秒杀价】【三层防护口罩】14.9元抢原价39元50个装儿童三层防护口罩，三层防护有效过滤！儿童尺寸紧贴舒适~！！,1,c-1/b-2,限时,
直播秒杀价【全国包邮】49元抢门市价98元，  美龄姐美龄粥即食山药百合豆浆粥260g*8罐，采用真材实料，香甜不腻，老少皆宜。粥白如雪，入口甜香细滑~,1,a-5,限时,
【南京7店通用】仅39元抢原价204元迷思熊-大唛汽车养护套餐！空调进气道3M消毒杀菌+轿厢内3M消毒杀菌+防冻液500ml+玻璃水1瓶+21项全车安全检查，给汽车全面养护,0,t,,
【预售】【固城湖大闸蟹产地直发】99元抢原价150元大闸蟹8只！109元抢原价220元4对大闸蟹：母蟹2.5两+公蟹3两！江浙沪邮政EMS包邮！死蟹包赔，无黄包赔！,1,a-2,,
【全国包邮】仅181元抢原价228元美心金装彩月月饼礼盒，248元抢原价298元美心双黄白莲蓉月饼礼盒 ，279元抢原价358元美心精选口味 限量版月饼礼盒，这个中秋小资一回~,1,a-4,,
【丸龟制面】【新街口】98元抢门市价173元双人火锅套餐！风靡世界各地的丸龟制面来袭！有酒有肉!不可错过的日本美味！,0,a-4,,
【四店通用】仅16.9抢门市价36元爱啃猪蹄三选一套餐/门市价28元爱啃猪蹄秘制拌面三选一套餐，生活不只眼前的苟且还有时刻摆在面前的【卤猪蹄】~,0,a-10,,
【全国包邮】仅169元抢原价599元爱迪尔珠宝北斗七星项链1条！还加赠制定爱迪尔LOGO手机支架！独特的北斗七星造型别具魅力，让你的日常穿搭不显单调~,0,s,,
【全国包邮】仅181元抢原价228元美心金装彩月月饼礼盒，248元抢原价298元美心双黄白莲蓉月饼礼盒 248，279元抢原价358元美心精选口味 限量版月饼礼盒，这个中秋小资一回~,1,a-4,,
【全国包邮】198元抢市场价318元锦华松露流心奶黄月饼礼盒，锦华松露流心奶黄月饼一口爆浆，入口即溶堪称“舌尖上的尊贵”也是食客“心头上的美味”,1,a-4,,
【三层防护口罩】19.9元抢原价98元100个装成人三层防护口罩，三层防护有效过滤！,0,c-1/b-2,,
直播秒杀价【四店通用】仅9.9元抢门市价36元爱啃猪蹄三选一套餐/门市价28元爱啃猪蹄秘制拌面三选一套餐，生活不只眼前的苟且还有时刻摆在面前的【卤猪蹄】~,0,a-10,限时,
直播秒杀【全国包邮】仅9.9元抢原价36元北海道圆脆饼干一箱6袋装！口味4选1： 豆乳味、蔬菜味、牛乳味、海盐味，奶香十足，香脆可口，快来一袋尝尝~,1,a-1,限时,
直播秒杀【新街口/观者国际影城】仅45元抢门市价160元双人观影超值套餐，2张电影票+2份中份爆米花，极致高清视听震撼新体验高品质 低价格 真正的性价比之王,0,c,限时,
【新街口/观者国际影城】仅49.9元抢门市价160元双人观影超值套餐，2张电影票+2份中份爆米花，极致高清视听震撼新体验高品质 低价格 真正的性价比之王,0,c,,
直播秒杀价【 地铁4号线龙江地铁站附近】仅55元抢原价79元百年澡堂单人洗浴+自助餐（1餐）休闲娱乐，健康养生，好评5颗星，强烈推荐你！,0,i/a-8,限时,
【苏蜀传奇】24.8元抢原价69元单人午市自助涮锅烤肉！34.8元抢原价79元单人晚市自助涮锅烤肉！超高性价比！ ,0,a-4/a-5/a-8,,
【新街口/观者国际影城】仅119元抢门市价400元观影超值套餐，5张电影票+5份中份爆米花，极致高清视听震撼新体验高品质 低价格 真正的性价比之王,0,c,,
直播结束 恢复爆品价【全国包邮】仅13.9元抢原价36元北海道圆脆饼干一箱6袋装！口味4选1： 豆乳味、蔬菜味、牛乳味、海盐味，奶香十足，香脆可口，快来一袋尝尝~,1,a-1,限时,
11.4元抢市场价35.9元蜀大侠麻辣脆皮肠自热火锅,1,a-5,,
【富克斯广场5楼|时代影城】仅24.9元抢原价45元单人观影券！9月超高质量大片等你来看！和小伙伴约起来~,0,c,,
【四店通用】仅198抢门市价458元爱啃猪蹄中秋礼盒，猪蹄，牛肉，鸭头，鸡胗，鸭爪，一应俱全，中秋礼盒月饼~卤味~一步到位~,0,a-10,,
直播结束 恢复爆品价【四店通用】仅16.9元抢门市价36元爱啃猪蹄三选一套餐/门市价28元爱啃猪蹄秘制拌面三选一套餐，生活不只眼前的苟且还有时刻摆在面前的【卤猪蹄】~,0,a-10,限时,
4.4元抢原价13.8元老板仔辛辣海苔,1,a-1,,
【全国包邮】13.9元抢门市价29元，不锈钢剪刀三件套：手工剪、厨房剪、家用剪 ，德国品质，一套剪刀搞定厨房 ,1,c-6,,
【固城湖大闸蟹产地直发】99元抢原价150元大闸蟹8只！109元抢原价220元4对大闸蟹：母蟹2.5两+公蟹3两！江浙沪邮政EMS包邮！死蟹包赔，无黄包赔！,1,a-2,,
10元抢原价37.9元绿盛鱼柳夹心牛肉粒,1,a-1,,
1.7元抢市场价8元张君雅白巧克力味甜甜圈,1,a-4,,
2.9元抢市场价8.5元妈咪虾条,1,a-1,,
1.7元抢市场价5.9元河马漫记薏米卷番茄味,1,a-1,,
1.7元抢市场价10元张君雅麻辣风味休闲丸子,1,a-1,,
15.5元抢市场价198元澳奔袋鼠西拉子干红,1,a-3,,
3.6元抢市场价8元俞文清燕窝水,1,a-11,,
17.2元抢市场价28元小肥羊自热火锅香辣羊肉,1,a-5,,
17.1元抢原价45.9元大旺佰见辣脆虾片,1,a-1,,
38.6元抢市场价99元爱神菲黑珍珠提亮精华面膜,1,d-1,,
5.7元抢市场价11.9元南海椰林椰奶清补凉,1,a-11,,
1.7元抢市场价8元张君雅墨西哥辣鸡味点心面,1,a-5,,
1.25元抢市场价4元盼盼新虾条,1,a-1,,
9.5元抢市场价18元星巴克锐能系列,1,a-11,,
【巴布洛生态谷】99元抢原价518元畅玩特惠A套餐，199元抢原价658元畅玩特惠B套餐， 中央厨房产品+喂羊+水上高尔夫+越野卡丁车1辆+烧烤台...更多好玩等你来解锁,0,d/e,,
8.9元抢市场价19元新食机风味发酵乳,1,a-8,,
【荣哲熙牛排自助】CFC生活广场店 39.9元抢门市价108单人经典套餐！59.9元抢门市价128单人尊享套餐！享受一场饕餮盛宴！,0,a-8/a-9,,
【全国通用】仅58元抢门市价：298元寄居蟹民宿体验卡Plus（单次）！可连住2晚中端/1晚高端，新老客户都可使用！全国105+家精品民宿任你选，快来一次说走就走的旅行~,0,b,,
【全国顺丰冷链包邮】129元抢门市价298元恒都谷饲黒椒牛排*20+料包，让你在家就能享受西餐厅里的牛排！,1,a-5,,
直播秒杀【新街口印象汇】12.9元抢原价35元招牌经典椰奶清补凉23元+椰奶冻12元,1,a-11,限时,
直播秒杀【新街口印象汇】9.9元抢原价35元南小椰招牌经典椰奶清补凉+百香果冻,1,a-11,限时,
【夫子庙班花串串】49.9元抢原价132元串串套餐，锅底+80根签荤素不限+考双百小吃+白盘任选1份！一起穿越到学生年代 ！,0,a-2/a-4,,
【阿道夫洗护套装】仅69元抢门市价120元两瓶洗护组合（420g*2）送55g两瓶洗护组合+10g*10袋！有一种香叫阿道夫，全家需要的国际高端洗护！,1,c-2-1,,
【扬州房车露营地】仅299元抢门市价2158元途居扬州房车+早餐+游乐园抵用券+CAR乐园免费券+森林公园门票+30元免费券+20元烧烤食材券+20元餐饮抵用券+私家车入园，来扬州体验不一样的旅行吧 ！,0,d,,
【千年珠宝|江苏28店通用】75元抢原价599元笑脸钻石项链/欧美风钻石手镯，99元抢原价1999元小蛮腰合金镶钻钻石吊坠,0,s,,
【汗蒸洗浴】19.9元抢门市价118元水悦汗蒸单人浴资，多项目一票通用，任你畅玩一整天~赶紧囤上一份！,0,i,,
【斯达营地】仅19.9元抢原价199元半日军事CS营，get户外冒险技能，探索自然、释放孩子的天性，焕发无穷的想象力！,0,q,,
"【江浙沪皖顺丰包邮|南京可自提】298元抢门市价668元南林雅致燕窝经典款6瓶（40g*6）干燕窝含量1.3g,固形物含量35%，古法手工挑毛约1500次，开盖直接食用。",1,a-x/b-1/b-3,,
【囧吉香生蚝，南京生蚝界の王者】仅9.9元即可享受100元购买原价380元10只进口生蚝优惠资格，劲省280元！营养丰富，不可多得的美味。,1,a-13,,
【限南京地区配送】59.9元抢原价88元慢面包手工冰皮月饼一盒（6块混合口味），超高颜值的冰皮，6种口味一次get~,1,a-4,,
直播秒杀【全国包邮】19.9元抢门市价39元德福一品蛋黄酥一盒12枚，香甜不腻，老少皆宜。,1,a-1,限时,
